Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen_x,Playcount_LastFM_x,Listeners_LastFM_x,Biografia_Resumen_y,Playcount_LastFM_y,Listeners_LastFM_y
Blnko,Latin (Origen: spanish pop),Canción,Cállate La Boca,2024,0ROSgycVMM82t4q8qSM3Yx,1N3prt5b677w6dCe9uaRzP,Los Amigos Reales,2024,Blnko," <a href=""https://www.last.fm/music/Blnko"">Read more on Last.fm</a>",597932,21146," <a href=""https://www.last.fm/music/Blnko"">Read more on Last.fm</a>",600304,21198
Esteman,Latin (Origen: spanish pop),Canción,Secreto,2024,0BJxnZcGYv7ZQMBLdOUzmY,2anoc6bJ4VPsGZQxrWZTOD,Secretos,2024,Esteman,"www.esteman.com

Esteban Mateus Williamson, better known as Esteman (born May 4, 1984) is a Colombian singer and songwriter.
Esteman has been developing his interest in music since the age of 12, as he attended several music and theatre academies, acting classes and college education in Electronic Media Arts. At a prodigiously young age Esteman started writing songs and school plays involving musical theatre for his elementary school and ever since, writing and performing has become one of his favorites activities. <a href=""https://www.last.fm/music/Esteman"">Read more on Last.fm</a>",3498194,171953,"www.esteman.com

Esteban Mateus Williamson, better known as Esteman (born May 4, 1984) is a Colombian singer and songwriter.
Esteman has been developing his interest in music since the age of 12, as he attended several music and theatre academies, acting classes and college education in Electronic Media Arts. At a prodigiously young age Esteman started writing songs and school plays involving musical theatre for his elementary school and ever since, writing and performing has become one of his favorites activities. <a href=""https://www.last.fm/music/Esteman"">Read more on Last.fm</a>",3506690,172215
Juanse Laverde,Latin (Origen: spanish pop),Canción,Intimo,2024,0LCjz117lt30IDvyphYt6w,23pLpnEGYACItXffzKzSUv,Alma (Álbum 2023),2024,Juanse Laverde," <a href=""https://www.last.fm/music/Juanse+Laverde"">Read more on Last.fm</a>",12244,1429," <a href=""https://www.last.fm/music/Juanse+Laverde"">Read more on Last.fm</a>",12315,1436
Kevz,Latin (Origen: spanish pop),Canción,Imperfect For You - Spanish Version,2024,1AVCgwoYKZXivPi2RruAki,4sKjXEpc9iYOMYlqDtqLyN,Canciones que nunca me dejarán de gustar,2024,Kevz," <a href=""https://www.last.fm/music/Kevz"">Read more on Last.fm</a>",110906,6694," <a href=""https://www.last.fm/music/Kevz"">Read more on Last.fm</a>",111625,6714
Amor Acústico,Latin (Origen: spanish pop),Canción,Someone You Loved - Spanish Version,2024,0csc2s2JvTtZS9qVr3za4A,6j4Gz9lehIvpMzu0hFhXsn,Spanish Covers of Famous Pop Songs (Vol. 3),2024,Amor Acústico," <a href=""https://www.last.fm/music/Amor+Ac%C3%BAstico"">Read more on Last.fm</a>",3823,682," <a href=""https://www.last.fm/music/Amor+Ac%C3%BAstico"">Read more on Last.fm</a>",3830,688
Aitana,Latin (Origen: pop latino),Canción,24 Rosas,2024,1vVZGuULkgjf0ZRmU196ps,0M1lpjzI5QzhK7Sdn9erUJ,Solo Pop Latino,2024,Various Artists,"Aitana Ocaña Morales, better known as simply Aitana, is a Spanish singer and songwriter. She first gained national recognition in 2017, placing as the runner-up in series nine of the Spanish reality television talent competition Operación Triunfo, behind Amaia Romero. While competing in Operación Triunfo, Aitana released the single ""Lo malo"" with fellow competitor Ana Guerra. The song went on to become a number-one hit in Spain and was certified five times platinum <a href=""https://www.last.fm/music/Aitana"">Read more on Last.fm</a>",13097531,220871,"Aitana Ocaña Morales, better known as simply Aitana, is a Spanish singer and songwriter. She first gained national recognition in 2017, placing as the runner-up in series nine of the Spanish reality television talent competition Operación Triunfo, behind Amaia Romero. While competing in Operación Triunfo, Aitana released the single ""Lo malo"" with fellow competitor Ana Guerra. The song went on to become a number-one hit in Spain and was certified five times platinum <a href=""https://www.last.fm/music/Aitana"">Read more on Last.fm</a>",13143201,221387
Nelly Furtado,Latin (Origen: pop latino),Canción,GALA Y DALÍ,2024,2PLAm4ZgIoHJeLTrWHmO7q,6Pwm0aU0x9kKrt3doES2tc,GALA Y DALÍ,2024,Nelly Furtado,"Nelly Kim Furtado (born December 2, 1978 in Victoria, British Columbia) is a Canadian singer and songwriter. Furtado has sold over 40 million records worldwide, making her one of the most successful Canadian artists. She is widely known for her musical versatility and genre experimentation.

She first gained fame with her trip hop-inspired debut album, Whoa, Nelly! (2000), which was a critical and commercial success that spawned two top-10 singles on the Billboard Hot 100, ""I'm Like a Bird"" and ""Turn Off the Light"". <a href=""https://www.last.fm/music/Nelly+Furtado"">Read more on Last.fm</a>",111226578,4672523,"Nelly Kim Furtado (born December 2, 1978 in Victoria, British Columbia) is a Canadian singer and songwriter. Furtado has sold over 40 million records worldwide, making her one of the most successful Canadian artists. She is widely known for her musical versatility and genre experimentation.

She first gained fame with her trip hop-inspired debut album, Whoa, Nelly! (2000), which was a critical and commercial success that spawned two top-10 singles on the Billboard Hot 100, ""I'm Like a Bird"" and ""Turn Off the Light"". <a href=""https://www.last.fm/music/Nelly+Furtado"">Read more on Last.fm</a>",111440053,4679661
Kany García,Latin (Origen: pop latino),Canción,Fuera de Servicio - En Vivo Desde PR,2024,5EO4Jh3CiTNquHUu09a59d,5ndD2D8FLBlvdDUQIo9Xd0,Kany García | En Vivo Desde PR,2024,Kany García,"Encarnita ""Kany"" García De Jesus (born September 25, 1982 in Toa Baja, Puerto Rico) is a Puerto Rican singer-songwriter. García first appeared on television in 2004 as a contestant on Objetivo Fama. She is widely considered the most successful non-winner in the history of the show.

Kany García is born to a Spaniard father and Puerto Rican mother. García's father, Antonio, who gave up the priesthood when he met Shela, Encarnita García de Jesús, or Kany, grew up in a house where music was not only played, but also lived. <a href=""https://www.last.fm/music/+noredirect/Kany+Garc%C3%ADa"">Read more on Last.fm</a>",1692287,114848,"Encarnita ""Kany"" García De Jesus (born September 25, 1982 in Toa Baja, Puerto Rico) is a Puerto Rican singer-songwriter. García first appeared on television in 2004 as a contestant on Objetivo Fama. She is widely considered the most successful non-winner in the history of the show.

Kany García is born to a Spaniard father and Puerto Rican mother. García's father, Antonio, who gave up the priesthood when he met Shela, Encarnita García de Jesús, or Kany, grew up in a house where music was not only played, but also lived. <a href=""https://www.last.fm/music/+noredirect/Kany+Garc%C3%ADa"">Read more on Last.fm</a>",1696571,115059
Elikai,Latin (Origen: pop latino),Canción,Galaga,2024,406eUy4YiZSpkeMCsgPtbM,0FLpPYIRsFaSFgCaX773Db,Galaga,2024,Elikai," <a href=""https://www.last.fm/music/Elikai"">Read more on Last.fm</a>",11515,1111," <a href=""https://www.last.fm/music/Elikai"">Read more on Last.fm</a>",11660,1123
Jesse & Joy,Latin (Origen: pop latino),Canción,Cuando Estamos Solas,2024,36E5cnvLlDtNJTvfhDi5ZX,6yljdwX9QDrD97sdLnD5Rv,Cuando Estamos Solas,2024,Jesse & Joy,"Jesse & Joy are a Latin Grammy award winning Mexican pop duo formed in 2005 by siblings Jesse Huerta (born December 31, 1982) and Joy Huerta (born June 20, 1986).

Jesse & Joy are two young siblings from Mexico City. They began to show a passion for music from a very young age. In 2001 (when they were 18 and 15 years of age), they began writing lyrics and songs with their father. They were later signed under the Warner label on April 18, 2005.

Jesse plays the piano <a href=""https://www.last.fm/music/Jesse+&+Joy"">Read more on Last.fm</a>",9371202,395371,"Jesse & Joy are a Latin Grammy award winning Mexican pop duo formed in 2005 by siblings Jesse Huerta (born December 31, 1982) and Joy Huerta (born June 20, 1986).

Jesse & Joy are two young siblings from Mexico City. They began to show a passion for music from a very young age. In 2001 (when they were 18 and 15 years of age), they began writing lyrics and songs with their father. They were later signed under the Warner label on April 18, 2005.

Jesse plays the piano <a href=""https://www.last.fm/music/Jesse+&+Joy"">Read more on Last.fm</a>",9390996,395866
Reik,Latin (Origen: pop latino),Canción,Baja California,2024,3XAMueRejgCY1TEJDX1gv0,3qbsCGFjewj30dvxqRJiJf,Baja California,2024,Reik,"Reik is a Mexican band from Mexicali, Baja California, Mexico. Formed by Jesús Alberto Navarro Rosas (Lead Vocals), Julio Ramírez Eguía (Guitar, Backing Vocals), and Gilberto Marín Espinoza ""Bibi"" (Backing Guitar, Backing Vocals).

In 2003, Jesús Navarro and Julio Ramirez started their then-nascent musical project, tentatively called ""Reik"". It was then they recorded their first demos, which were released through the Mexican underground club scene. <a href=""https://www.last.fm/music/Reik"">Read more on Last.fm</a>",13664198,600486,"Reik is a Mexican band from Mexicali, Baja California, Mexico. Formed by Jesús Alberto Navarro Rosas (Lead Vocals), Julio Ramírez Eguía (Guitar, Backing Vocals), and Gilberto Marín Espinoza ""Bibi"" (Backing Guitar, Backing Vocals).

In 2003, Jesús Navarro and Julio Ramirez started their then-nascent musical project, tentatively called ""Reik"". It was then they recorded their first demos, which were released through the Mexican underground club scene. <a href=""https://www.last.fm/music/Reik"">Read more on Last.fm</a>",13692941,601243
Shakira,Latin (Origen: pop latino),Canción,Cohete,2024,2P58XhyNkacK1LHSCk5O2t,34L6DaZIUkzQvZwDd5Cx9a,Cohete,2024,Shakira,"Shakira Isabel Mebarak Ripoll is a Colombian singer. Born and raised in Barranquilla, She made her recording debut with Sony Music Colombia at the age of 13. Following the commercial failure of her first two albums, Magia (1991) and Peligro (1993), she rose to prominence in Hispanic countries with her next albums, Pies Descalzos (1995) and Dónde Están los Ladrones? (1998). She entered the English-language market with her fifth album, Laundry Service (2001), which sold over 13 million copies worldwide. <a href=""https://www.last.fm/music/Shakira"">Read more on Last.fm</a>",170754066,4690310,"Shakira Isabel Mebarak Ripoll is a Colombian singer. Born and raised in Barranquilla, She made her recording debut with Sony Music Colombia at the age of 13. Following the commercial failure of her first two albums, Magia (1991) and Peligro (1993), she rose to prominence in Hispanic countries with her next albums, Pies Descalzos (1995) and Dónde Están los Ladrones? (1998). She entered the English-language market with her fifth album, Laundry Service (2001), which sold over 13 million copies worldwide. <a href=""https://www.last.fm/music/Shakira"">Read more on Last.fm</a>",171016061,4696412
Andreew,Latin (Origen: pop latino),Canción,Lo Quiero Todo,2024,1qK2mpruHOwyE6VSMIAQUz,6Wp48HYkxA3NwkhciNmaXN,Lo Quiero Todo,2024,Andreew," <a href=""https://www.last.fm/music/AndReew"">Read more on Last.fm</a>",8397,2213," <a href=""https://www.last.fm/music/AndReew"">Read more on Last.fm</a>",8404,2213
Kany García,Latin (Origen: pop latino),Canción,Titanic - En Vivo Desde PR,2024,1nxRhGeI9SnWRiBGJfcqZY,5ndD2D8FLBlvdDUQIo9Xd0,Kany García | En Vivo Desde PR,2024,Kany García,"Encarnita ""Kany"" García De Jesus (born September 25, 1982 in Toa Baja, Puerto Rico) is a Puerto Rican singer-songwriter. García first appeared on television in 2004 as a contestant on Objetivo Fama. She is widely considered the most successful non-winner in the history of the show.

Kany García is born to a Spaniard father and Puerto Rican mother. García's father, Antonio, who gave up the priesthood when he met Shela, Encarnita García de Jesús, or Kany, grew up in a house where music was not only played, but also lived. <a href=""https://www.last.fm/music/+noredirect/Kany+Garc%C3%ADa"">Read more on Last.fm</a>",1692287,114848,"Encarnita ""Kany"" García De Jesus (born September 25, 1982 in Toa Baja, Puerto Rico) is a Puerto Rican singer-songwriter. García first appeared on television in 2004 as a contestant on Objetivo Fama. She is widely considered the most successful non-winner in the history of the show.

Kany García is born to a Spaniard father and Puerto Rican mother. García's father, Antonio, who gave up the priesthood when he met Shela, Encarnita García de Jesús, or Kany, grew up in a house where music was not only played, but also lived. <a href=""https://www.last.fm/music/+noredirect/Kany+Garc%C3%ADa"">Read more on Last.fm</a>",1696571,115059
Joaquina,Latin (Origen: pop latino),Canción,pesimista,2024,1XDRDbJFoE01ZPwm5pczBk,2ZcHbieh3trp1wEv6QRsaX,pesimista,2024,Joaquina," <a href=""https://www.last.fm/music/Joaquina"">Read more on Last.fm</a>",373305,20753," <a href=""https://www.last.fm/music/Joaquina"">Read more on Last.fm</a>",375749,20834
Terrence Brian,Latin (Origen: pop latino),Canción,Naughty,2024,0qYdRnVjEH5eq0xtlISboF,45opHFkQYnXTTOwxZDDKqz,Naughty,2024,Terrence Brian," <a href=""https://www.last.fm/music/Terrence+Brian"">Read more on Last.fm</a>",1228,484," <a href=""https://www.last.fm/music/Terrence+Brian"">Read more on Last.fm</a>",1231,487
MiSHNRZ,Latin (Origen: pop latino),Canción,Destrucción - Remix,2024,40MuEd09WYnN6ogHFZSFB1,0qXAi0Z9RfLIwDADnQ9OUM,Destrucción (Remix),2024,MiSHNRZ," <a href=""https://www.last.fm/music/MiSHNRZ"">Read more on Last.fm</a>",27466,4138," <a href=""https://www.last.fm/music/MiSHNRZ"">Read more on Last.fm</a>",27521,4148
Mau y Ricky,Latin (Origen: pop latino),Canción,Pasado Mañana,2024,79vaLBBCDHmYvY8JUcnDj9,5ZH7IdEga8gne83NYz8nsS,Hotel Caracas,2024,Mau y Ricky,"For the past few years, Mauricio and Ricky Montaner had been busy writing songs for other artists like Thalía, Miguel Bosé, Diego Boneta, Yuridia, Leslie Grace, to name a few, until recently when they decided the songs they were composing would be for their EP titled Arte under the label of Sony Music.

The young duo, Mau y Ricky, sons of music icon Ricardo Montaner, have released the album's first single, ""Voy Que Quemo,"" a song they decided best represents the music that is coming out in the LP, expected to release in July. <a href=""https://www.last.fm/music/Mau+y+Ricky"">Read more on Last.fm</a>",2632335,192470,"For the past few years, Mauricio and Ricky Montaner had been busy writing songs for other artists like Thalía, Miguel Bosé, Diego Boneta, Yuridia, Leslie Grace, to name a few, until recently when they decided the songs they were composing would be for their EP titled Arte under the label of Sony Music.

The young duo, Mau y Ricky, sons of music icon Ricardo Montaner, have released the album's first single, ""Voy Que Quemo,"" a song they decided best represents the music that is coming out in the LP, expected to release in July. <a href=""https://www.last.fm/music/Mau+y+Ricky"">Read more on Last.fm</a>",2636735,192767
Mar Lucas,Latin (Origen: pop latino),Canción,Lo Dejo Todo,2024,5b6VY0fZS7671s4vPZ8Ob4,2PKNKFGJWr9Dups2cYlwnX,Lo Dejo Todo,2024,Mar Lucas," <a href=""https://www.last.fm/music/Mar+Lucas"">Read more on Last.fm</a>",87212,10332," <a href=""https://www.last.fm/music/Mar+Lucas"">Read more on Last.fm</a>",87415,10346
Sebastian Llosa,Latin (Origen: pop latino),Canción,Igual de gris,2024,4cScSwuQMKmvAsJmwQt4E0,01ue76B6p752PENdJ6eurO,Igual de gris,2024,Sebastian Llosa,"Sebastián Llosa (June 1st, 1992) is a Peruvian singer and songwriter.
He completed his school years in Lima and later studied at Yale University in the United States. 
Sebastián grew up in an artistic environment: his father is a film director and his mother a singer. His early musical influences were classic rock, but he later discovered Latin Pop, Soul, and R&B. 
In 2021, Sebastián moved to Miami to compose and produce the songs for his debut album. <a href=""https://www.last.fm/music/Sebastian+Llosa"">Read more on Last.fm</a>",323447,21868,"Sebastián Llosa (June 1st, 1992) is a Peruvian singer and songwriter.
He completed his school years in Lima and later studied at Yale University in the United States. 
Sebastián grew up in an artistic environment: his father is a film director and his mother a singer. His early musical influences were classic rock, but he later discovered Latin Pop, Soul, and R&B. 
In 2021, Sebastián moved to Miami to compose and produce the songs for his debut album. <a href=""https://www.last.fm/music/Sebastian+Llosa"">Read more on Last.fm</a>",324816,21931
Luis Fonsi,Latin (Origen: pop latino),Canción,Santa Marta,2024,4XIpKXTvQ3Wa94C2zsYfV1,4iQQnrUj7fhHgw2iOGTvpU,El Viaje,2024,Luis Fonsi,"Luis Alfonso Rodríguez López-Cepero, more commonly known as Luis Fonsi, (born April 15, 1978 in San Juan, Puerto Rico) is a Latin Grammy winning Puerto Rican singer, composer and soap opera actor.

Fonsi and his family moved to Orlando, Florida, during Fonsi's early childhood. Fonsi's childhood was relatively average for kids his age, beginning to dream about becoming a member of Menudo, arguably Latin America's most famous boy band in history, around the time he was ten years old. <a href=""https://www.last.fm/music/Luis+Fonsi"">Read more on Last.fm</a>",15008487,1307570,"Luis Alfonso Rodríguez López-Cepero, more commonly known as Luis Fonsi, (born April 15, 1978 in San Juan, Puerto Rico) is a Latin Grammy winning Puerto Rican singer, composer and soap opera actor.

Fonsi and his family moved to Orlando, Florida, during Fonsi's early childhood. Fonsi's childhood was relatively average for kids his age, beginning to dream about becoming a member of Menudo, arguably Latin America's most famous boy band in history, around the time he was ten years old. <a href=""https://www.last.fm/music/Luis+Fonsi"">Read more on Last.fm</a>",15027822,1309345
